Peak_X,Peak_Y,Peak_Z,Topic_Assignment,Subregion_Assignment
-49,15,-5,82,1
-38,15,-5,2,2
-38,15,-5,82,1
-38,15,0,2,2
-38,15,0,82,1
-38,15,0,82,1
-38,15,0,82,1
-38,15,0,2,2
-38,15,0,82,1
-38,15,0,82,1
-38,15,0,82,1
-34,15,0,2,2
-34,19,0,2,2
-34,19,10,82,1
-34,19,10,2,2
-38,15,0,82,1
-38,15,0,2,2
45,11,-5,47,1
45,11,-5,47,1
45,11,-5,2,1
45,11,0,2,1
45,11,0,2,1
45,11,0,47,1
49,11,0,47,1
49,15,0,47,1
49,15,-5,47,1
49,15,-5,2,1
49,15,-5,47,1
41,15,-5,47,1
41,15,-5,47,1
41,15,-5,47,1
41,15,-5,47,1
41,11,5,2,1
41,11,5,47,1
41,11,5,47,1
45,11,5,47,1
45,8,5,2,1
45,8,5,47,1
45,8,5,47,1
-45,41,15,13,1
-45,41,15,82,1
-45,41,15,82,1
-41,41,15,82,1
-41,38,15,82,1
-41,38,15,82,1
-41,38,15,82,1
-41,38,15,82,1
-41,38,15,82,1
-41,38,15,82,1
-41,38,15,82,1
-41,38,15,82,1
49,41,5,47,1
49,41,5,2,1
49,41,5,2,1
49,41,5,97,1
49,38,5,47,1
49,38,10,47,1
49,38,10,55,2
49,38,10,2,1
49,38,25,2,1
38,38,25,55,2
38,38,25,2,1
38,38,25,2,1
38,38,25,2,1
38,38,25,2,1
49,38,25,2,1
49,38,25,55,2
49,38,25,47,1
49,38,25,47,1
49,38,25,2,1
49,38,25,2,1
49,38,25,55,2
49,38,25,55,2
49,38,25,2,1
38,49,20,47,1
38,49,20,47,1
38,49,20,13,2
52,22,20,2,1
52,22,35,47,1
52,22,35,47,1
52,22,35,2,1
49,22,35,13,2
49,41,10,55,2
49,41,10,47,1
0,15,60,66,1
0,15,60,64,1
0,38,25,49,2
4,34,25,100,2
4,34,25,33,1
4,34,25,63,1
8,34,25,63,1
8,30,25,33,1
8,30,35,49,2
8,30,35,13,2
8,30,35,13,2
0,15,35,13,2
0,15,35,13,2
0,15,35,11,2
-4,15,35,13,2
-4,41,35,13,2
-4,41,15,33,1
-4,41,15,49,2
-4,-22,30,13,2
-4,-26,30,68,2
-4,-26,30,13,2
-4,-26,30,13,2
-4,-26,30,68,2
-4,-26,30,13,2
-4,-22,30,68,2
-4,-22,30,13,2
-4,-22,30,63,1
4,-38,25,13,2
4,-38,25,63,1
4,-38,25,13,2
4,-38,25,68,2
4,-11,25,68,2
4,-11,30,68,2
4,-11,30,13,2
-64,-26,35,63,2
-64,-26,35,63,2
-64,-26,35,13,2
-64,-26,35,63,2
-64,-26,35,63,2
-64,-26,35,63,2
-49,-26,35,63,2
-49,-49,35,63,2
-49,-49,50,57,1
-49,-49,50,63,2
-49,-49,50,63,2
64,-22,30,71,2
64,-22,30,71,2
-45,-49,60,63,2
-49,-49,55,63,2
-49,-49,55,57,1
-49,-49,55,63,2
-64,-30,40,63,2
-64,-30,40,63,2
-64,-30,40,63,2
-64,-30,40,63,2
-64,-30,40,63,2
-64,-30,40,63,2
-64,-30,40,63,2
68,-26,30,71,2
68,-26,30,71,2
68,-26,30,71,2
68,-26,30,71,2
68,-26,30,71,2
68,-26,30,47,1
68,-26,30,33,2
68,-26,30,71,2
68,-26,30,71,2
68,-26,30,36,2
68,-26,30,71,2
64,-26,30,71,2
64,-34,30,71,2
64,-34,40,100,1
64,-34,40,71,2
56,-38,55,1,1
45,-38,55,100,1
45,-52,55,100,1
45,-52,60,100,1
45,-52,60,100,1
45,-52,60,100,1
49,-52,55,100,1
49,-52,55,96,1
49,-52,55,100,1
45,-52,55,71,2
45,-52,55,100,1
45,-52,60,55,2
45,-52,60,100,1
52,-52,50,100,1
41,11,-15,2,1
34,11,-15,68,2
34,22,-15,47,1
34,22,5,2,1
34,22,5,47,1
34,22,5,2,1
34,22,5,47,1
34,22,5,47,1
34,22,5,2,1
34,22,5,47,1
34,22,5,47,1
-41,-8,10,68,2
-41,-8,10,13,1
-41,0,10,82,1
-41,0,-10,82,1
-41,0,-10,82,1
-41,0,-10,13,1
-45,0,-10,82,1
-45,-4,-10,82,1
-45,-4,5,66,2
-45,-4,5,13,1
-45,-4,5,13,1
-41,-4,5,13,1
-41,-4,5,13,1
-41,-4,10,13,1
-41,-4,10,42,2
-41,-8,-5,82,1
-41,-8,-5,82,1
-41,-15,-5,13,1
-41,-15,10,13,1
-41,-15,10,71,1
-41,-15,10,57,2
-45,-15,-5,13,1
-45,-15,-5,13,1
41,-11,0,47,1
45,-11,0,47,1
45,-11,0,47,1
45,-11,0,47,1
45,-11,0,47,1
45,-11,0,47,1
45,-11,0,47,1
45,-8,0,47,1
45,-8,-5,47,1
45,-8,-5,2,1
45,-8,-5,47,1
45,-8,-5,47,1
45,-11,-5,47,1
45,-11,0,47,1
45,-11,0,47,1
38,0,5,2,1
38,0,5,47,1
-15,-15,15,71,1
-11,-15,15,71,1
-11,-11,15,71,1
-11,-11,15,71,1
-11,-11,15,71,1
-11,-11,15,71,1
-19,-11,15,71,1
-19,-15,15,71,1
-19,-15,15,71,1
-19,-15,15,71,1
-19,-15,15,71,1
-11,-15,15,71,1
-11,-11,15,71,1
-11,-11,15,71,1
-11,-11,15,71,1
-11,-4,15,68,1
-11,-4,15,71,1
-11,0,15,68,1
-11,0,10,68,1
-11,0,10,71,1
-11,0,10,68,1
-11,0,10,68,1
-11,0,10,71,1
11,-4,15,71,1
11,-4,15,71,1
11,-4,15,71,1
11,-4,10,71,1
11,-4,10,71,1
11,-4,10,68,1
11,-4,10,68,1
11,4,10,68,1
11,4,0,68,1
11,4,0,68,1
11,4,0,68,1
8,4,0,68,1
8,4,0,68,1
8,4,0,68,1
8,4,0,68,1
11,-19,15,71,1
11,-19,15,55,1
11,-19,15,71,1
11,-19,15,71,1
11,-4,15,71,1
11,-4,10,71,1
11,-4,10,68,1
11,-4,10,71,1
15,-4,10,63,1
15,-8,10,71,1
15,-8,15,71,1
15,-8,15,71,1
-11,4,10,68,1
-11,4,10,68,1
-11,4,10,68,1
-8,4,10,68,1
-8,8,10,68,1
-8,8,0,68,1
-8,8,0,68,1
-15,-34,-10,47,2
-19,-26,-10,47,2
-19,-26,-10,47,2
-19,-26,-10,47,2
-15,-26,-10,47,2
-15,-26,-10,47,2
-15,-26,-15,68,2
-15,-26,-15,47,2
0,-86,-5,24,1
0,-86,-5,24,1
0,-86,-5,24,1
0,-86,-5,24,1
-34,-68,-25,72,1
-8,-68,-25,82,2
-8,-52,-25,82,2
-8,-52,-5,82,2
-8,-52,-5,68,2
-8,-52,-5,82,2
-34,-52,-5,13,1
-34,-60,-5,82,2
-34,-60,-30,47,2
-34,-60,-30,82,2
-34,-60,-30,47,2
-8,-60,-30,82,2
-8,-45,-30,82,2
-8,-45,-15,68,2
-8,-45,-15,82,2
-19,-75,-20,82,2
-34,-75,-20,82,2
-34,-60,-20,82,2
-34,-60,-30,47,2
-34,-60,-30,47,2
-34,-60,-30,47,2
-8,-60,-30,82,2
-8,-79,-30,82,2
-8,-79,-35,82,2
-8,-79,-35,82,2
-8,-79,-35,82,2
-34,-79,-35,47,2
-34,-60,-35,47,2
-34,-60,-30,47,2
-34,-60,-30,47,2
4,-45,-15,82,2
4,-45,-15,82,2
4,-75,-15,37,2
4,-75,-15,82,2
4,-75,-15,82,2
4,-75,-15,82,2
22,-75,-15,82,2
22,-79,-15,82,2
22,-79,-20,82,2
22,-79,-20,24,1
22,-79,-20,82,2
4,-79,-20,82,2
4,-45,-20,82,2
4,-45,-15,82,2
4,-45,-15,82,2
45,-68,-30,82,2
38,-68,-30,82,2
38,-68,-30,82,2
38,-68,-30,82,2
38,-68,-30,82,2
38,-68,-30,82,2
34,-68,-30,82,2
34,-64,-30,82,2
34,-64,-30,82,2
34,-64,-30,82,2
34,-64,-30,82,2
22,-64,-30,82,2
22,-68,-30,82,2
22,-68,-35,99,1
22,-68,-35,82,2
-8,64,5,49,2
-11,60,25,11,2
60,-19,35,55,2
-45,-75,30,97,2
52,-56,45,100,1
-11,-52,50,42,2
0,-45,55,13,2
-52,8,0,82,1
49,15,0,47,1
-38,19,5,82,1
34,22,0,47,1
45,26,20,47,1
41,34,25,49,2
-8,4,60,13,2
8,8,60,13,2
4,4,45,63,1
15,0,40,66,1
11,19,35,97,1
-4,-34,30,13,2
-34,-60,55,63,2
-15,-11,5,71,1
11,-15,-5,71,1
-8,8,5,68,2
15,11,15,68,1
-19,-41,-20,47,2
10,8,50,12,1
-8,-2,56,22,2
-26,0,62,69,1
32,-2,52,55,2
-38,6,18,40,1
-56,-28,34,94,2
56,-22,30,55,2
-48,-36,44,40,2
46,-34,40,1,1
-28,-52,42,40,2
34,-50,44,1,1
-26,-64,44,40,2
26,-70,46,69,2
-18,-70,54,58,2
18,-68,60,69,2
-30,-90,14,72,2
28,-84,20,94,1
-36,-80,-20,65,2
36,-72,-18,65,1
14,-82,-10,72,2
-12,-86,-10,31,1
-20,-32,10,94,2
24,-26,16,22,1
44,4,36,14,2
48,12,20,49,2
36,40,24,26,1
32,56,8,35,2
40,0,52,14,2
44,16,-8,2,1
44,-52,52,1,1
60,-28,12,60,2
40,-20,8,41,2
-8,12,44,77,2
-36,24,-4,31,2
-48,-4,52,6,1
-36,60,8,11,2
-40,-28,8,60,1
-60,-20,8,36,1
-56,8,-4,2,2
36,40,24,97,1
48,24,24,14,2
44,4,40,14,2
56,8,20,14,2
48,40,-8,26,1
12,56,36,49,2
16,16,56,67,1
4,16,52,77,2
48,-44,32,41,2
28,-72,44,35,1
56,-20,-8,41,2
-36,-32,12,31,2
-12,44,32,93,2
-10,55,30,93,2
12,46,30,83,2
14,41,33,17,2
-11,-55,23,93,1
-4,-70,23,40,2
5,-46,24,93,1
6,-53,28,72,2
-11,8,25,40,1
-9,33,23,93,2
-5,-17,40,4,2
-36,34,20,59,2
27,8,5,74,1
-10,55,33,93,2
10,51,33,83,2
-8,-54,21,93,1
5,-53,28,72,2
-9,47,-2,93,2
-4,-15,37,4,2
-35,36,7,82,1
17,7,-4,75,2
-49,18,23,66,2
-34,36,17,82,1
46,9,29,86,1
-43,-56,20,21,1
-49,-47,0,28,2
-49,18,23,15,1
-37,33,14,15,1
-43,18,29,15,1
-25,0,47,21,2
-46,6,23,50,2
-43,0,38,15,1
-49,-53,29,54,2
-49,-44,-2,21,1
-52,15,20,50,2
-40,21,32,15,1
-5,41,38,97,1
-31,-2,32,50,2
-14,-41,8,86,2
-52,-44,20,21,1
-34,-41,8,21,1
-43,15,23,15,1
-37,15,29,50,2
-40,12,35,50,2
-37,21,8,15,2
43,-14,32,54,1
34,-71,23,21,1
-10,-56,-3,21,1
7,-56,0,24,1
-40,18,23,15,1
40,15,11,50,1
-31,24,2,15,2
-10,12,11,61,2
-4,-83,5,97,2
-43,21,14,15,1
-43,18,23,50,2
-31,24,14,15,2
37,18,5,85,1
37,24,14,50,1
-10,9,5,61,2
7,12,8,85,1
-4,35,0,83,1
-19,-59,0,24,1
7,-62,3,21,1
-32,-31,24,54,2
-32,-31,24,87,2
-32,62,-6,11,2
-32,62,-6,3,2
-36,1,44,10,1
-36,1,44,64,2
-42,-8,28,54,2
-42,-8,28,87,2
-49,30,6,64,2
-49,30,6,15,2
-37,-25,8,28,2
-37,-25,8,28,1
39,3,46,80,1
39,3,46,14,2
33,-26,32,54,1
33,-26,32,54,1
28,66,-3,3,2
28,66,-3,3,2
43,-14,30,80,1
43,-14,30,1,2
49,19,3,8,1
49,19,3,51,2
39,-23,8,48,2
39,-23,8,48,2
-18,0,-21,91,1
-33,-18,-27,92,1
-30,-21,-9,19,1
-24,-27,-18,23,2
21,6,-21,92,2
30,-18,-15,92,2
33,-18,-27,93,1
27,-21,-18,92,2
30,-24,-6,92,2
24,-33,-9,93,1
30,-33,-9,93,1
-27,6,-6,92,1
-27,-9,9,92,1
30,0,-3,92,2
-15,-6,18,9,1
-12,9,12,92,1
-9,3,15,93,2
-9,15,-3,93,2
12,6,12,92,2
15,12,12,92,2
36,27,39,91,2
45,33,36,91,2
-27,-30,-6,19,1
30,-24,-15,23,2
21,-27,-6,23,2
33,-39,0,93,1
-21,-18,21,92,1
-24,-27,27,52,2
-21,6,24,52,2
27,-33,6,45,2
6,24,6,93,2
-39,36,18,92,1
-48,33,27,59,2
48,36,24,91,2
33,48,30,93,2
30,42,39,91,2
39,33,39,91,2
42,10,24,55,2
33,-59,53,100,1
59,-6,-2,89,1
-56,-20,1,88,2
6,-87,-1,24,1
-12,-96,2,24,1
27,-26,-4,38,2
-21,-26,-4,16,1
39,-84,10,16,2
-30,-87,4,16,2
-15,-55,3,16,1
-36,-24,49,6,1
1,2,47,91,1
-21,-61,41,58,2
4,-64,39,72,2
28,-63,42,100,1
-42,19,26,56,2
-2,58,16,56,2
0,-7,54,20,1
-4,-13,43,14,1
-2,-14,41,14,1
2,-7,54,14,1
48,-12,37,71,2
2,4,47,20,1
2,-15,50,14,1
2,-9,54,27,1
0,-7,41,14,1
-42,-4,37,99,2
44,31,-11,51,2
2,-7,49,14,1
40,29,-1,51,2
-48,-27,43,99,2
0,-8,37,17,2
-54,-10,2,28,2
2,-15,41,41,1
-32,0,43,99,2
-50,-7,6,57,2
-11,-80,-7,44,2
10,-79,-8,30,2
-6,-87,-4,30,2
13,-86,-6,44,2
-43,-72,8,43,1
40,-74,16,30,2
-40,-77,12,30,2
35,-77,14,30,2
-28,-65,-13,53,2
26,-61,-21,65,1
-42,-60,-18,43,1
41,-64,-16,30,2
-21,-61,45,44,1
28,-61,47,1,1
-27,-64,49,44,1
32,-55,40,1,1
-6,-82,-3,30,2
7,-71,-4,30,2
-3,-89,1,44,2
5,-85,-2,44,2
-60,6,0,60,1
-60,15,9,60,1
63,12,6,52,1
-57,12,30,45,1
42,0,33,52,1
42,3,33,52,1
45,33,12,2,1
-30,18,9,92,1
42,15,3,2,1
-51,-3,51,66,2
-51,0,51,13,2
51,3,51,52,1
51,3,51,39,2
-63,-15,39,37,1
-51,-36,54,27,2
-51,-36,54,40,2
-63,-36,24,36,1
-60,-36,24,60,1
-60,-15,6,28,2
-63,-15,6,28,2
69,-27,9,60,2
69,-27,9,60,2
-63,-42,0,28,2
-63,-42,3,37,1
0,-27,33,52,2
0,-30,33,52,2
-15,-75,-15,30,2
-9,-78,-15,37,2
45,6,30,52,1
45,6,30,52,1
45,39,21,2,1
-51,0,51,29,2
-48,-3,54,27,2
-48,-42,57,40,2
-51,-24,45,27,2
-63,-36,24,60,1
-63,-36,24,37,1
-60,-9,0,28,2
-60,-12,3,28,2
-63,-45,0,60,1
3,-33,30,85,2
0,-36,24,85,2
-18,-9,21,52,2
-57,6,36,40,1
-57,6,36,50,2
48,12,30,52,1
48,9,27,52,1
39,21,3,92,2
-48,-3,54,27,2
-24,-63,36,40,2
-27,-63,33,40,2
-66,-18,9,60,1
-66,-18,9,36,1
66,-12,0,60,2
66,-12,0,60,2
3,18,51,30,1
3,18,51,30,1
0,-30,30,85,2
3,-30,30,52,2
12,-75,-12,30,2
12,-12,12,85,1
60,-20,-4,60,2
-64,-16,-8,54,2
-60,-12,-4,60,1
60,-20,0,84,1
-52,-60,-20,10,2
-56,-64,0,60,1
60,-20,0,60,2
-64,-16,-8,60,1
-56,-28,12,54,2
-60,-12,0,50,2
60,-20,-4,84,1
-48,-28,8,60,1
-48,2,-1,25,1
-52,-4,32,6,1
44,-10,36,39,2
-40,-38,40,54,2
56,-22,36,47,1
-24,-60,40,81,1
-40,-46,50,81,1
30,-54,38,81,2
-30,-2,50,6,1
8,6,58,81,2
0,4,52,20,1
-4,14,44,20,1
-8,30,26,33,1
8,16,52,20,1
6,54,34,83,2
-36,50,12,2,2
34,42,6,2,1
-50,12,2,2,2
50,12,2,20,2
-46,36,12,34,1
-36,18,4,2,2
46,-44,12,33,2
39,-64,-14,6,2
-42,20,-20,34,1
26,8,-26,20,2
24,8,6,20,2
-22,0,-16,34,1
44,-10,36,14,2
48,8,28,47,1
50,14,16,47,1
36,30,6,2,1
-46,-48,12,20,2
22,0,-10,20,2
24,-2,-22,20,2
-26,-54,-56,94,2
-19,-56,-49,77,1
-6,-44,-20,95,1
-2,-64,-26,95,1
-2,-64,-26,95,1
-2,-64,-26,95,1
-2,-68,-42,95,1
-2,-68,-42,95,1
-2,-68,-42,95,1
0,-54,-28,95,1
0,-54,-28,95,1
-4,-48,-16,95,1
-2,-64,-12,95,1
-2,-64,-12,95,1
-2,-64,-12,95,1
-2,-58,-30,95,1
-2,-58,-30,95,1
-2,-58,-30,95,1
-2,-52,-20,95,1
0,-68,-24,95,1
0,-68,-24,95,1
0,-68,-24,95,1
-10,-72,-48,95,1
-10,-72,-48,95,1
-10,-72,-48,95,1
-2,-52,-20,95,1
-2,-52,-20,95,1
2,-46,-22,95,1
-2,-86,-30,95,1
-2,-86,-30,95,1
-2,-86,-30,95,1
2,-46,-22,95,1
2,-46,-22,95,1
-2,-50,-14,95,1
2,-78,-20,95,1
2,-78,-20,95,1
2,-78,-20,95,1
2,-68,-40,95,1
2,-68,-40,95,1
2,-68,-40,95,1
-2,-50,-14,95,1
-2,-50,-14,95,1
-10,-40,-14,17,1
-2,-74,-38,95,1
-2,-74,-38,95,1
-2,-74,-38,95,1
2,-46,-12,95,1
10,-74,-18,95,1
10,-74,-18,95,1
10,-74,-18,95,1
4,-78,-38,95,1
4,-78,-38,95,1
4,-78,-38,95,1
0,-46,-24,95,1
4,-64,10,95,1
4,-64,10,97,2
4,-64,10,97,2
-8,-42,-24,95,1
2,-64,-24,95,1
2,-64,-24,95,1
2,-64,-24,95,1
-2,-80,-36,95,1
-2,-80,-36,95,1
-2,-80,-36,95,1
2,-50,-22,95,1
2,-50,-22,95,1
-4,-68,-46,95,1
-4,-68,-46,95,1
-4,-68,-46,95,1
2,-46,-24,95,1
6,-72,-14,95,1
6,-72,-14,95,1
6,-72,-14,95,1
8,-68,-52,95,1
8,-68,-52,95,1
8,-68,-52,95,1
2,-46,-24,95,1
2,-46,-24,95,1
2,-70,-34,95,1
2,-70,-34,95,1
2,-70,-34,95,1
0,-74,-16,95,1
0,-74,-16,95,1
0,-74,-16,95,1
-8,-84,-26,95,1
-8,-84,-26,95,1
-8,-84,-26,95,1
-8,-52,-24,95,1
-8,-52,-24,95,1
4,-70,-24,95,1
4,-70,-24,95,1
4,-70,-24,95,1
10,-68,-12,95,1
10,-68,-12,95,1
10,-68,-12,95,1
-4,-62,-20,95,1
-4,-62,-20,95,1
-4,-62,-20,95,1
-4,-84,-30,95,1
-4,-84,-30,95,1
-4,-84,-30,95,1
-2,-68,-26,95,1
-2,-68,-26,95,1
-2,-68,-26,95,1
-2,-72,-32,95,1
-2,-72,-32,95,1
-2,-72,-32,95,1
-22,-32,-36,95,1
-42,-64,-32,95,1
-42,-64,-32,95,1
-42,-64,-32,95,1
-22,-72,-52,95,1
-22,-72,-52,95,1
-22,-72,-52,95,1
24,-34,-34,95,1
24,-34,-34,95,1
24,-34,-34,95,1
28,-48,-32,95,1
28,-48,-32,95,1
28,-48,-32,95,1
24,-44,-56,95,1
24,-44,-56,95,1
24,-44,-56,95,1
-30,-44,-34,95,1
-30,-44,-34,95,1
-30,-44,-34,95,1
28,-38,-28,95,1
28,-38,-28,70,2
28,-38,-28,95,1
-16,-36,-28,95,1
-30,-70,-22,95,1
-30,-70,-22,95,1
-30,-70,-22,95,1
-40,-66,-56,95,1
-40,-66,-56,95,1
-40,-66,-56,95,1
18,-30,-28,95,1
18,-30,-28,95,1
18,-30,-28,95,1
52,-54,-30,95,1
52,-54,-30,95,1
52,-54,-30,95,1
20,-54,-60,95,1
20,-54,-60,95,1
20,-54,-60,95,1
-38,-46,-32,95,1
-38,-46,-32,95,1
-38,-46,-32,95,1
-14,-56,-56,95,1
-14,-56,-56,95,1
-14,-56,-56,95,1
50,-66,-32,95,1
50,-66,-32,95,1
50,-66,-32,95,1
-22,-30,-26,95,1
-32,-58,-22,95,1
-32,-58,-22,95,1
-32,-58,-22,95,1
-18,-64,-46,95,1
-18,-64,-46,95,1
-18,-64,-46,95,1
12,-44,-22,95,1
12,-44,-22,95,1
12,-44,-22,95,1
36,-54,-32,95,1
36,-54,-32,95,1
36,-54,-32,95,1
-22,-32,-26,95,1
-26,-38,-54,95,1
-26,-38,-54,95,1
-26,-38,-54,95,1
24,-32,-38,95,1
24,-32,-38,95,1
24,-32,-38,95,1
22,-64,-26,95,1
22,-64,-26,95,1
22,-64,-26,95,1
20,-56,-62,95,1
20,-56,-62,95,1
20,-56,-62,95,1
-32,-54,-56,95,1
-32,-54,-56,95,1
-32,-54,-56,95,1
34,-44,-52,95,1
34,-44,-52,95,1
34,-44,-52,95,1
-30,-58,-20,95,1
-30,-58,-20,95,1
-30,-58,-20,95,1
-42,-46,-50,95,1
-42,-46,-50,95,1
-42,-46,-50,95,1
12,-42,-14,95,1
12,-42,-14,17,1
12,-42,-14,95,1
36,-64,-22,95,1
36,-64,-22,95,1
36,-64,-22,95,1
-48,-58,-32,95,1
-48,-58,-32,95,1
-48,-58,-32,95,1
-26,-30,-32,95,1
-26,-40,-56,95,1
-26,-40,-56,95,1
-26,-40,-56,95,1
20,-30,-32,95,1
20,-30,-32,95,1
20,-30,-32,95,1
-18,-42,-24,95,1
-28,-68,-22,95,1
-28,-68,-22,95,1
-28,-68,-22,95,1
-38,-46,-48,95,1
-38,-46,-48,95,1
-38,-46,-48,95,1
28,-30,-32,95,1
28,-30,-32,95,1
28,-30,-32,70,2
32,-54,-26,70,2
32,-54,-26,95,1
32,-54,-26,95,1
12,-60,-58,95,1
12,-60,-58,95,1
12,-60,-58,95,1
-28,-34,-34,95,1
-28,-34,-34,95,1
-28,-34,-34,70,1
44,-50,-34,95,1
44,-50,-34,95,1
44,-50,-34,95,1
26,-38,-28,95,1
26,-38,-28,95,1
26,-38,-28,95,1
-30,-46,-36,95,1
-30,-46,-36,95,1
-30,-46,-36,95,1
-24,-70,-32,95,1
-24,-70,-32,95,1
-24,-70,-32,95,1
-22,-46,-30,95,1
-22,-46,-30,95,1
-22,-46,-30,95,1
-36,-58,-50,95,1
-36,-58,-50,95,1
-36,-58,-50,95,1
24,-36,-30,95,1
24,-36,-30,95,1
24,-36,-30,95,1
36,-78,-30,95,1
36,-78,-30,95,1
36,-78,-30,95,1
-28,-48,-30,95,1
-28,-48,-30,95,1
-28,-48,-30,95,1
-50,-54,-30,95,1
-50,-54,-30,95,1
-50,-54,-30,95,1
-32,-50,-58,95,1
-32,-50,-58,95,1
-32,-50,-58,95,1
30,-86,-24,95,1
30,-86,-24,95,1
30,-86,-24,95,1
28,-70,-56,95,1
28,-70,-56,95,1
28,-70,-56,95,1
-44,-48,-30,95,1
-44,-48,-30,95,1
-44,-48,-30,95,1
-42,-48,-56,95,1
-42,-48,-56,95,1
-42,-48,-56,95,1
28,-40,-48,95,1
28,-40,-48,95,1
28,-40,-48,95,1
-46,-58,-26,75,1
-46,-58,-26,95,1
-46,-58,-26,75,1
22,-42,-54,95,1
22,-42,-54,95,1
22,-42,-54,95,1
-24,-64,-20,95,1
-24,-64,-20,95,1
-24,-64,-20,95,1
-24,-40,-56,95,1
-24,-40,-56,95,1
-24,-40,-56,95,1
24,-88,-26,95,1
24,-88,-26,95,1
24,-88,-26,95,1
22,-58,-28,95,1
22,-58,-28,95,1
22,-58,-28,95,1
-24,-62,56,54,2
-18,-68,52,81,1
-24,-50,52,81,1
6,-60,64,14,1
12,-76,48,96,1
8,-52,70,79,2
-46,-32,38,42,2
-56,22,16,15,1
48,-32,48,14,2
40,-30,40,19,2
40,-42,48,14,2
40,-40,58,14,2
-44,-10,54,14,1
54,-22,36,14,2
62,-14,26,14,2
-30,-4,54,14,1
-24,-10,58,64,2
-24,-8,40,14,1
30,-4,48,14,2
32,0,58,67,1
22,8,48,96,1
-4,-14,40,14,1
-12,-6,72,12,1
10,-8,66,14,1
-2,6,44,22,2
12,8,62,22,2
-12,18,36,5,2
12,8,36,14,1
12,-2,44,12,1
-54,12,18,89,2
54,12,16,5,1
50,2,8,5,1
-32,-10,-2,5,2
44,0,10,5,1
-38,2,0,5,2
48,-58,-12,22,1
50,-50,-10,22,1
44,-52,0,22,1
-30,-58,-28,95,1
-30,-60,-36,95,1
-12,-76,-40,95,1
24,-60,-24,95,1
12,-72,-38,95,1
22,-72,-44,95,1
6,-64,-14,95,1
-4,-56,-4,30,2
-12,-18,2,5,2
-14,-22,12,5,2
-14,-6,4,74,1
8,-22,2,71,1
10,-20,12,5,2
12,-20,-8,96,2
-18,10,-2,5,2
-22,4,-6,5,2
32,22,2,51,2
8,22,40,20,1
8,-30,10,20,2
28,-94,0,44,2
-6,-26,8,21,1
-32,-88,-16,44,2
32,20,2,85,1
52,8,30,86,1
34,-44,34,1,1
36,-76,2,6,2
-32,-42,36,12,2
-32,-88,-4,44,2
38,18,2,51,2
46,30,10,49,2
10,20,46,20,1
8,-30,10,4,2
36,-44,-22,17,1
26,-94,0,44,2
0,-64,-22,82,2
-50,30,10,15,2
-42,18,18,89,2
-6,-26,8,56,1
-22,-90,-16,44,2
-8,-56,-22,21,1
-44,-68,4,86,2
50,-68,2,35,1
40,-70,6,35,1
-20,-92,26,29,1
26,-84,26,29,1
22,-96,6,6,2
60,-36,18,41,2
-42,-68,6,86,2
52,-70,2,65,1
-40,-84,6,86,2
32,-84,16,6,2
-24,-94,10,86,2
-40,-40,46,54,2
44,-38,44,1,1
62,-24,42,1,1
30,-52,50,1,1
20,-62,60,1,1
-22,-64,58,54,2
-20,-2,68,17,2
28,-4,62,17,2
-54,0,34,89,2
58,6,32,86,1
60,8,16,14,2
-44,-6,42,54,2
0,12,46,20,1
56,20,-2,92,2
-14,-16,2,20,2
6,-16,0,17,1
-24,-50,-50,95,1
40,-44,-44,17,1
-36,-40,-46,11,1
-6,-78,-30,6,2
20,-76,-24,6,2
-20,-60,-42,95,1
-38,-62,-32,95,1
-58,-46,34,63,2
-58,-46,34,63,2
-66,-38,20,63,2
-66,-38,20,63,2
-66,-36,4,36,1
-66,-36,4,36,1
-2,58,2,56,2
-2,58,2,100,2
-2,44,14,56,2
-2,44,14,56,2
8,-64,4,63,1
8,-64,4,39,1
-44,-20,56,63,2
-44,-20,56,63,2
-46,-30,56,63,2
-46,-30,56,63,2
-36,-38,62,58,2
-36,-38,62,63,2
46,-22,54,71,2
46,-22,54,54,1
50,-14,52,58,1
50,-14,52,58,1
32,-24,50,71,2
32,-24,50,58,1
-62,-12,22,88,2
-62,-12,22,88,2
-58,-8,10,88,2
-58,-8,10,36,1
-60,-14,-8,36,1
-60,-14,-8,36,1
58,-12,34,71,2
58,-12,34,71,2
54,-4,34,52,1
54,-4,34,36,2
60,-10,22,36,2
60,-10,22,71,2
48,-54,18,62,1
48,-54,18,62,1
56,-62,24,94,1
56,-62,24,94,1
40,-56,18,72,2
40,-56,18,62,1
-42,-68,16,72,1
-42,-68,16,72,1
-46,-74,-4,72,1
-46,-74,-4,72,1
-4,-58,16,85,2
-4,-58,16,85,2
-2,-68,18,85,2
-2,-68,18,30,2
4,-60,18,85,2
4,-60,18,85,2
48,14,0,26,1
48,14,0,26,1
44,18,8,26,1
44,18,8,26,1
46,20,-8,26,1
46,20,-8,26,1
34,34,30,26,1
34,34,30,26,1
28,38,30,56,2
28,38,30,26,1
28,46,16,63,1
28,46,16,26,1
-44,-54,28,38,1
-44,-54,28,36,1
-52,-50,28,63,2
-52,-50,28,58,2
-50,-50,40,63,2
-50,-50,40,63,2
-44,-2,-22,61,1
-44,-2,-22,46,1
-30,-12,-30,61,1
-30,-12,-30,70,1
-32,-12,-22,61,1
-32,-12,-22,61,1
38,40,-4,26,1
38,40,-4,26,1
38,46,-14,85,1
