Peak_X,Peak_Y,Peak_Z,Topic_Assignment,Subregion_Assignment
38,46,-14,26,1
30,48,2,26,1
30,48,2,26,1
12,-6,-6,56,1
12,-6,-6,85,1
16,-16,-2,71,1
16,-16,-2,56,1
20,-16,-10,56,1
20,-16,-10,56,1
-14,14,-6,26,2
-14,14,-6,61,1
-8,14,0,85,1
-8,14,0,26,2
-12,-14,2,71,1
-12,-14,2,71,1
-26,-16,10,71,1
-26,-16,10,71,1
-14,-16,18,71,1
-14,-16,18,71,1
-42,-40,26,54,2
-42,-40,26,88,2
-60,-46,30,63,2
-60,-46,30,36,1
-44,-46,-4,72,1
-44,-46,-4,72,1
56,-52,36,94,1
56,-52,36,94,1
60,-46,28,100,1
60,-46,28,71,2
60,-44,36,62,1
60,-44,36,71,2
34,-36,28,63,1
34,-36,28,62,1
30,-28,30,71,2
30,-28,30,71,2
42,-24,12,36,2
42,-24,12,96,2
34,-66,-24,30,2
34,-66,-24,46,2
40,-70,-28,46,2
40,-70,-28,38,2
-12,-88,18,30,2
-12,-88,18,30,2
4,-78,14,72,2
4,-78,14,37,2
-2,-82,20,72,2
-2,-82,20,72,2
-34,42,28,56,2
-34,42,28,56,2
-28,36,34,56,2
-28,36,34,56,2
-36,34,32,56,2
-36,34,32,56,2
38,4,36,39,2
38,4,36,26,1
32,-4,40,58,1
32,-4,40,71,2
-42,6,28,50,2
-42,6,28,50,2
-52,2,26,88,2
-52,2,26,88,2
-30,-44,60,58,2
-30,-44,60,58,2
-20,-50,62,58,2
-20,-50,62,58,2
-56,-24,36,63,2
-56,-24,36,88,2
-54,-8,8,36,1
-54,-8,8,36,1
-60,-16,22,36,1
-60,-16,22,94,2
-30,-44,48,96,1
-30,-44,48,58,2
-2,-54,52,72,2
-2,-54,52,94,1
10,-62,48,96,1
10,-62,48,85,2
16,-52,36,94,1
16,-52,36,94,1
-2,58,24,56,2
-2,58,24,56,2
2,64,4,56,2
2,64,4,56,2
2,62,16,56,2
2,62,16,56,2
-52,-58,26,36,1
-52,-58,26,36,1
-54,-60,18,72,1
-54,-60,18,72,1
-44,-62,36,54,2
-44,-62,36,58,2
2,-46,6,85,2
2,-46,6,63,1
4,-60,20,63,1
4,-60,20,85,2
0,-70,30,72,2
0,-70,30,72,2
38,4,33,86,1
-37,1,32,92,1
6,22,32,77,2
7,-35,16,85,2
43,-50,-15,70,2
28,-52,42,29,1
39,1,37,39,2
-34,3,33,99,2
4,-39,17,63,1
32,-51,30,63,1
40,-44,-18,92,2
-45,-48,-16,47,2
50,-24,0,85,1
-44,-27,-5,70,1
-22,-20,-12,23,2
28,-12,0,71,1
14,-18,4,71,1
6,-14,44,57,1
38,-40,64,17,2
34,-8,62,27,1
28,-4,-10,7,1
12,-20,4,71,1
-4,-2,48,57,1
44,-20,56,71,2
40,-6,56,17,2
-18,4,8,59,1
-18,1,8,25,1
-6,27,39,4,2
-48,39,18,29,2
-51,27,9,29,2
-48,33,15,29,2
-48,39,6,87,2
-45,21,9,29,2
-42,24,24,78,2
-48,18,30,29,2
-42,9,30,29,2
42,-36,-24,78,2
-45,-54,45,29,1
-30,-60,36,58,2
-30,-69,51,29,1
-33,-48,36,81,1
-36,-39,-24,61,1
-33,-15,-27,61,1
-8,-80,-8,7,1
-20,-54,-4,94,2
-36,-18,60,99,2
-56,-22,20,67,2
-54,8,2,8,1
-11,38,27,49,2
-9,35,27,29,2
-9,2,36,56,2
-6,51,-8,49,2
57,18,9,49,2
54,18,6,49,2
48,14,10,49,2
48,21,0,49,2
-17,-30,-29,61,1
3,-15,-26,20,2
-50,6,26,15,1
-48,32,26,15,1
-58,4,30,87,2
-48,12,2,87,2
-50,14,-12,15,2
-2,10,44,30,1
38,16,-8,26,1
36,20,0,26,1
50,14,-10,51,2
-26,-64,34,93,1
-44,-40,34,38,1
-40,-44,42,96,1
-18,8,0,26,2
36,-78,-36,38,2
-6,-18,-16,96,2
52,10,16,26,1
50,4,38,39,2
56,10,8,52,1
36,16,-4,26,1
50,14,-12,26,1
4,6,46,96,1
-40,18,-8,34,1
42,-66,48,96,1
22,2,-4,96,2
-24,-66,-32,67,2
-44,2,26,99,2
-42,-6,48,99,2
46,0,56,14,2
-42,6,26,64,2
30,-50,52,100,1
-32,-48,52,99,2
50,-30,22,60,2
-52,-46,8,60,1
64,-38,12,98,1
-42,-6,46,27,2
40,0,52,96,1
32,-52,58,100,1
-34,-52,58,99,2
60,-32,24,60,2
-52,-46,8,60,1
68,-34,12,60,2
-4,59,6,85,1
-4,46,-6,96,2
-40,48,-6,92,1
-18,7,-7,61,2
-18,-6,-6,96,2
1,1,1,7,2
0,1,1,7,2
1,0,1,7,2
1,1,0,7,2
1,1,1,7,2
1,1,1,7,2
1,1,0,7,2
0,1,1,7,2
1,0,1,48,2
-32,-28,60,63,2
-24,-92,-16,95,1
-24,-8,60,69,1
-30,-44,60,63,2
4,52,-16,48,2
-2,58,8,48,2
64,-12,-16,48,2
18,-42,40,93,1
-8,-44,-48,95,1
-28,-90,24,93,1
-42,-32,14,53,2
-40,-32,14,53,2
-48,-44,21,36,1
-50,-44,21,36,1
-50,-12,7,36,1
-50,-12,7,37,1
-10,-22,7,71,1
-8,-22,7,71,1
-12,-32,0,48,2
-12,-30,0,71,1
-12,-8,14,48,2
-12,-8,14,48,2
0,-78,7,37,2
-10,-82,21,37,2
-33,22,7,93,2
-39,14,7,26,2
38,-36,14,48,2
38,-36,14,93,1
48,-26,14,41,2
48,-28,14,41,2
48,8,0,8,1
48,-40,21,41,2
8,-20,7,71,1
8,-20,7,56,1
12,-30,0,20,2
10,-30,0,71,1
8,-68,7,93,1
4,-80,0,37,2
41,15,7,26,1
40,15,7,48,2
-48,-22,14,28,2
-42,-32,14,37,1
-40,-34,14,36,1
-48,-42,21,49,1
-48,-44,21,36,1
-48,-12,7,28,2
-50,-12,7,36,1
-40,12,7,2,2
-38,14,7,8,1
-30,18,7,48,2
-10,-22,7,71,1
-10,-22,7,71,1
-12,-10,14,71,1
-8,-30,0,48,2
-10,-32,0,48,2
-12,-8,14,48,2
-16,-72,0,37,2
-6,-62,0,37,2
-6,-82,21,37,2
-42,11,7,48,2
-39,16,7,48,2
-48,-22,14,36,1
40,-36,14,93,1
42,-36,14,93,1
50,-12,7,8,1
48,8,0,48,2
46,-20,7,48,2
44,-38,21,71,2
8,-22,7,71,1
10,-20,7,71,1
12,-28,0,71,1
12,-10,14,8,1
18,-62,0,93,1
16,-62,0,93,1
6,-80,0,37,2
2,-76,7,37,2
39,18,7,48,2
43,10,7,48,2
-24,-64,6,3,1
9,10,44,81,2
6,24,32,35,2
-12,-12,-4,85,1
-44,-72,22,81,1
39,-90,-9,70,2
-24,-84,-18,37,2
21,-66,48,1,1
39,-36,42,1,1
54,12,33,52,1
-51,12,6,82,1
48,21,-15,25,1
33,21,0,74,1
-3,15,45,52,2
3,12,51,27,1
39,-63,-27,46,2
-24,-84,-18,82,2
57,9,39,52,1
-54,-18,39,27,2
24,3,-9,70,2
-24,3,9,52,2
-24,9,3,16,1
18,-84,-9,44,2
-24,-84,-21,44,2
21,-87,-6,44,2
-21,-87,-15,44,2
63,-6,39,52,1
-54,-21,39,27,2
-57,0,6,36,1
45,-69,-18,70,2
-24,-87,-9,82,2
-24,-81,12,44,2
36,-72,36,62,1
21,-60,69,69,2
-42,-51,60,81,1
66,-12,-24,70,2
-69,-30,-3,36,1
-39,21,-30,70,1
36,21,54,14,2
-45,21,42,33,1
24,36,-18,83,1
60,-45,36,100,1
-54,36,-6,82,1
21,-87,-3,44,2
-12,-90,-12,82,2
57,-6,36,14,2
-51,-21,39,27,2
39,-66,-24,46,2
-24,-84,-18,44,2
-57,3,6,82,1
-51,-9,42,27,2
63,-12,42,14,2
30,-9,-9,70,2
-12,-9,-9,83,1
27,-6,-18,70,2
-27,-18,-21,70,1
-42,0,-30,70,1
21,48,24,33,1
22,-3,-13,70,2
14,-6,-7,39,1
30,-72,-8,78,2
33,-57,-9,18,2
-45,-70,-9,16,1
-35,-15,49,73,2
21,-46,0,20,2
53,-32,26,1,2
8,-49,35,85,2
-10,25,-5,39,1
11,57,21,3,2
28,-42,24,39,1
5,-53,48,29,1
38,-35,4,32,2
41,30,25,39,2
19,-43,28,39,1
53,17,25,39,2
-25,22,54,17,2
60,-25,27,41,2
33,35,39,39,2
8,25,-5,85,1
-43,23,38,73,2
-15,4,16,39,1
25,-6,-6,70,2
-2,2,25,39,1
17,50,22,93,2
19,-35,31,32,2
-32,16,54,32,1
48,-45,25,39,1
18,-82,-1,44,2
12,-40,45,94,1
-58,10,8,59,2
-38,18,8,2,2
-32,20,16,2,2
-46,24,0,2,2
-34,10,40,56,2
-50,16,44,59,2
-32,38,32,59,2
-52,38,8,59,2
-20,8,0,26,2
-20,14,12,26,2
-10,2,12,71,1
-16,6,16,4,2
-42,-28,52,54,2
-44,-30,40,54,2
-38,-60,-4,21,1
-4,-84,12,3,1
-14,-70,0,21,1
54,10,16,2,1
40,32,12,26,1
46,38,16,2,1
40,36,-4,26,1
54,16,32,26,1
20,-6,12,71,1
64,-30,12,71,2
38,-56,0,90,2
6,-86,0,21,1
30,-72,8,21,1
-4,-48,12,21,1
2,-66,4,21,1
0,14,56,22,2
2,24,44,22,2
-34,46,20,59,2
-46,32,28,59,2
-44,36,16,59,2
-40,50,16,59,2
-34,38,8,2,2
-34,42,0,2,2
-48,12,12,2,2
-58,12,4,59,2
-20,62,16,3,2
-24,60,8,3,2
-44,-48,0,21,1
-50,-44,0,21,1
-26,-52,44,73,2
-30,-44,48,54,2
-30,-78,8,3,1
-20,-80,4,3,1
-18,58,0,3,2
-14,-18,12,71,1
-6,-16,8,71,1
46,36,8,26,1
38,32,4,2,1
54,10,16,26,1
48,28,4,2,1
42,20,20,26,1
60,18,12,2,1
40,22,0,26,1
50,48,0,26,1
54,18,36,2,1
12,64,20,4,2
14,58,4,3,2
12,-20,8,71,1
-8,54,-8,26,2
6,66,4,3,2
-2,-54,8,21,1
-2,-86,8,21,1
16,-78,8,21,1
-4,-8,12,71,1
-50,17,8,15,2
-47,11,17,15,1
-44,20,-2,48,2
-34,29,-5,48,2
46,11,23,39,2
36,14,26,48,1
-8,55,11,48,1
-8,41,-5,48,2
-2,-50,17,48,2
-5,11,8,48,2
-47,20,8,15,2
-47,23,2,15,2
-5,58,14,48,1
-50,17,8,48,2
-44,11,20,15,1
-47,26,2,15,2
-44,23,0,87,2
-8,58,11,48,1
-5,17,-5,8,1
-45,8,20,50,2
48,-13,19,71,2
-1,39,24,56,2
-7,-23,31,42,2
7,53,33,56,2
53,4,9,52,1
-1,-36,24,42,2
-6,28,23,23,1
-45,9,21,50,2
45,18,13,52,1
-4,41,22,56,2
-7,-32,38,42,2
-5,52,21,56,2
18,4,7,56,1
13,-18,2,56,1
-33,18,4,26,2
5,-47,50,42,2
-3,26,24,42,1
-23,52,27,56,2
18,-28,4,23,2
11,-30,7,89,1
-32,16,3,26,2
6,-47,53,42,2
-2,39,15,56,2
21,-19,14,39,1
12,-15,9,23,2
-35,18,4,26,2
-31,2,10,42,2
4,-50,47,42,2
-2,37,12,56,2
-1,44,15,56,2
-21,53,24,56,2
-41,-12,8,42,2
19,-36,59,42,2
1,45,20,56,2
-38,-12,6,42,2
18,-32,52,42,2
14,26,18,56,2
-51,-13,20,42,2
-38,-7,16,42,2
15,-38,65,42,2
6,41,20,23,1
15,35,26,23,1
7,-11,14,56,1
-37,7,22,89,2
-7,-13,42,42,1
-1,25,14,42,1
-2,50,25,56,2
5,-12,13,56,1
-41,12,20,89,2
-9,-24,59,14,1
-1,13,27,42,1
2,50,32,56,2
7,-11,14,42,2
-36,6,26,50,2
-9,-27,46,42,2
-1,31,17,56,2
1,-47,32,42,2
-2,47,21,56,2
44,23,28,2,1
14,24,43,100,2
-26,3,61,32,1
24,8,53,100,2
-34,-21,51,27,2
40,-40,52,100,1
44,4,28,2,1
-52,10,36,45,1
34,22,42,100,2
-42,-22,42,63,2
36,-30,66,100,1
-34,-60,34,16,2
24,-87,-6,72,2
33,-84,-6,31,1
39,-54,-15,18,2
24,-6,-21,18,2
39,18,-39,18,2
-6,-9,-1,51,1
8,-11,2,32,2
-6,-9,-2,7,1
-7,-10,0,13,2
5,-19,-1,73,1
-8,-10,1,13,1
-36,-56,-28,10,2
22,-54,-24,65,1
-16,-14,10,71,1
20,-18,14,71,1
-38,-18,50,54,2
-38,-26,48,54,2
-34,-44,56,54,2
-14,-60,56,58,2
-48,-18,18,54,2
0,6,50,59,1
-22,-8,62,57,1
26,-2,60,58,1
46,-22,40,54,1
36,-44,48,62,1
16,-58,60,72,2
66,-12,20,62,1
-26,-66,-22,10,2
20,-54,-22,17,1
-36,-82,-12,10,2
40,-74,-12,65,1
-36,-20,50,54,2
-38,-26,50,54,2
-32,-48,52,58,2
-16,-60,54,58,2
-48,-18,18,53,2
-24,-8,62,57,1
0,10,50,53,1
54,-18,44,62,1
34,-38,48,62,1
-14,-16,6,71,1
34,4,56,71,2
52,18,26,52,1
-48,12,24,59,2
-26,-64,-22,10,2
24,-52,-24,65,1
-10,-98,0,44,2
20,-96,4,44,2
-42,-58,-12,10,2
34,-64,-14,65,1
-44,-18,50,57,1
-40,-24,50,54,2
-34,-42,56,58,2
0,6,50,12,1
36,-38,46,62,1
-28,-68,-22,10,2
20,-54,-24,62,2
-8,-98,0,44,2
18,-94,2,44,2
-44,-58,-10,10,2
42,-58,-16,65,1
-38,-22,50,57,1
-56,-18,32,53,2
-32,-42,58,58,2
-26,-62,42,58,2
46,-24,40,58,1
34,-38,44,71,2
30,-64,46,100,1
0,20,46,12,1
-48,14,24,15,1
56,18,24,26,1
-14,-16,6,71,1
34,4,56,58,1
-10,-92,-8,44,2
18,-88,-8,44,2
-26,-76,-12,43,1
30,-66,-10,65,1
-28,-66,42,58,2
28,-64,44,54,1
-63,-18,-3,28,2
-63,-15,-3,28,2
-60,-9,-15,60,1
-60,-9,-15,36,1
-60,-39,-3,60,1
-57,-39,-3,36,1
-57,-45,-3,36,1
-54,6,-27,16,1
63,-6,-15,60,2
63,-6,-12,60,2
57,3,-27,60,2
57,9,-21,60,2
54,9,-21,60,2
54,12,-15,60,2
-27,-60,-3,16,1
-30,-60,-3,53,2
-30,-63,-6,16,1
24,-51,0,73,1
30,-54,-6,31,1
-39,-69,6,43,1
36,-90,0,98,1
36,-87,9,98,1
12,-51,36,29,1
3,-57,33,29,1
-12,-57,33,29,1
-12,-57,36,29,1
-32,-32,-26,98,2
-37,-33,-20,17,1
-40,-44,-17,19,1
-43,-65,-13,67,2
32,23,41,58,1
-30,-19,49,73,2
4,-68,44,16,2
-8,-52,6,89,1
-48,-18,-13,16,1
-40,-17,-24,92,1
40,-7,59,58,1
36,-25,53,58,1
-12,4,7,68,1
22,4,-4,84,1
20,46,20,92,2
-22,45,9,11,2
-42,21,38,89,2
-28,21,-4,89,2
28,-23,10,84,1
-53,-61,21,54,2
2,2,46,42,1
-20,-16,67,14,1
-63,-9,17,89,2
-12,-69,55,58,2
42,-18,44,14,2
42,-18,44,14,2
30,-18,44,14,2
30,-28,72,14,2
30,-28,72,14,2
30,-28,72,22,2
30,-28,72,14,2
28,-28,72,14,2
28,-28,66,14,2
28,-28,66,14,2
28,-28,66,14,1
-56,-4,40,27,2
-56,-4,40,27,2
40,-4,40,22,2
40,-24,50,14,2
40,-24,50,81,2
40,-24,50,14,2
40,-24,50,14,2
-28,-24,50,14,1
-28,-26,64,27,2
-28,-26,64,27,2
-28,-26,64,27,2
-48,-10,50,27,2
-48,-10,50,27,2
-26,-10,50,27,2
-26,-30,60,27,2
-26,-30,60,14,1
-26,-30,60,57,1
-26,-30,60,27,2
-32,-30,60,27,2
-32,-26,56,27,2
-32,-26,56,27,2
-32,-26,56,57,1
-34,-28,52,27,2
-34,-28,52,57,1
-52,-28,52,27,2
-52,-8,48,27,2
-52,-8,48,57,1
-52,-8,48,27,2
-52,-8,48,27,2
20,-44,72,22,2
20,-44,72,22,2
22,-44,72,100,1
22,-38,66,22,2
22,-38,66,22,2
22,-38,66,14,1
22,-38,66,22,2
24,-38,66,14,1
24,-46,56,22,2
24,-46,56,22,2
24,-46,56,22,2
-38,-26,48,27,2
-38,-26,48,27,2
-38,-26,48,27,2
-38,-26,48,27,2
16,-26,48,22,2
16,-34,72,22,2
16,-34,72,22,2
16,-34,72,14,1
-40,-16,44,27,2
-40,-16,44,27,2
-40,-16,44,57,1
-40,-16,44,27,2
34,-10,64,14,2
34,-10,64,14,2
24,-10,64,22,2
24,-16,74,14,1
24,-16,74,22,2
24,-16,74,14,2
24,-16,74,14,2
22,-16,74,22,2
22,-14,56,14,1
22,-14,56,22,2
22,-14,56,22,2
-38,-2,58,27,2
-38,-2,58,27,2
24,-2,58,95,2
24,4,70,14,2
24,4,70,22,2
24,4,70,14,2
24,4,70,14,1
20,4,70,22,2
20,-22,72,22,2
20,-22,72,14,2
20,-22,72,22,2
-26,-12,50,57,1
-26,-12,50,22,2
-26,-12,50,57,1
-26,-12,50,57,1
-12,-12,50,14,1
-12,-18,76,22,2
-12,-18,76,22,2
-12,-18,76,22,2
42,10,18,71,2
42,10,18,91,2
56,10,18,14,2
56,0,22,14,2
56,0,22,14,2
56,0,22,14,2
56,0,22,71,2
-52,6,40,27,2
-52,6,40,15,1
12,-10,76,22,2
12,-10,76,14,1
2,-18,62,14,1
2,-18,62,14,1
2,-18,62,22,2
2,-18,62,22,2
8,-18,62,22,2
8,-18,56,22,2
8,-18,56,22,2
8,-18,56,22,2
-8,-4,74,22,2
-8,-4,74,22,2
-2,-4,74,22,2
-2,0,64,57,1
-2,0,64,57,1
-2,0,64,22,2
-2,0,64,57,1
-4,0,64,22,2
-4,-20,62,22,2
-4,-20,62,57,1
-4,-20,62,22,2
0,-8,68,57,1
0,-8,68,22,2
0,2,68,14,1
0,2,68,14,1
4,2,68,22,2
4,22,56,22,2
4,22,56,22,2
4,22,56,22,2
4,22,56,22,2
10,22,56,22,2
10,26,58,22,2
10,26,58,95,2
10,26,58,22,2
-6,30,58,22,2
-6,30,58,22,2
-6,30,58,22,2
10,-6,48,22,2
10,-6,48,22,2
4,-6,48,22,2
4,-2,46,53,1
4,-2,46,22,2
4,-2,46,22,2
4,-2,46,22,2
-2,-12,48,22,2
-2,-12,48,22,2
6,14,34,22,2
6,14,34,100,2
-10,26,36,22,2
-10,26,36,22,2
0,6,44,22,2
0,6,44,22,2
0,6,44,14,1
0,18,36,91,1
0,18,36,22,2
0,18,36,22,2
0,18,36,22,2
24,-76,52,100,1
24,-76,52,1,1
-14,-70,56,81,1
-14,-70,56,81,1
66,-20,20,36,2
66,-20,20,71,2
64,-20,20,36,2
64,-30,28,71,2
64,-30,28,71,2
64,-30,28,71,2
64,-30,28,71,2
58,-32,48,71,2
58,-32,48,14,2
-62,-32,48,27,2
-62,-24,40,27,2
-62,-24,40,27,2
-62,-24,40,27,2
-62,-24,40,27,2
44,-64,50,100,1
44,-64,50,100,1
-50,-62,24,36,1
-50,-62,24,36,1
32,-72,52,100,1
32,-72,52,1,1
34,-72,52,100,1
34,-50,50,1,1
34,-50,50,1,1
34,-50,50,1,1
34,-50,50,100,1
-24,-56,50,81,1
-24,-56,50,81,1
38,40,32,91,2
38,40,32,91,2
38,40,32,91,2
38,40,32,91,2
46,40,32,91,2
46,30,26,91,2
46,30,26,91,2
46,30,26,91,2
-24,36,28,11,2
-24,36,28,22,2
-24,36,28,22,2
-46,46,-4,100,2
-46,46,-4,82,1
50,26,10,51,2
50,26,10,91,2
50,26,10,47,1
46,20,10,91,2
46,20,10,91,2
46,20,10,91,2
52,16,-6,51,2
52,16,-6,51,2
64,-8,6,22,1
64,-8,6,84,1
50,12,-10,51,2
50,12,-10,51,2
50,12,-10,51,2
-62,-6,2,57,2
-62,-6,2,57,2
62,-32,-6,36,2
62,-32,-6,22,1
54,-32,-6,22,1
54,-24,-6,22,1
54,-24,-6,36,2
54,-24,-6,22,1
54,-24,-6,22,1
-54,-24,0,36,1
-54,-24,0,36,1
-52,-24,0,36,1
-52,-6,-2,36,1
-52,-6,-2,36,1
-52,-6,-2,57,2
-52,-6,-2,57,2
52,-54,2,22,1
52,-54,2,22,1
-60,-52,-2,36,1
-60,-52,-2,36,1
-42,16,-36,70,1
-42,16,-36,70,1
-42,16,-36,70,1
40,20,-2,22,1
40,20,-2,51,2
-48,2,0,57,2
-48,2,0,57,2
-26,30,0,31,2
-26,30,0,82,1
-26,30,0,11,2
42,-88,2,22,1
42,-88,2,22,1
44,-88,2,22,1
44,-80,-4,70,2
44,-80,-4,22,1
44,-80,-4,22,1
44,-80,-4,22,1
38,-80,-4,65,1
38,-62,4,22,1
38,-62,4,22,1
38,-62,4,22,1
14,-84,-22,95,1
14,-84,-22,82,2
-38,-82,-20,82,2
-38,-82,-20,82,2
-38,-82,-20,82,2
-38,-82,-20,82,2
44,-64,-28,95,1
44,-64,-28,82,2
-48,-54,-40,95,1
-48,-54,-40,95,1
-8,-86,-20,82,2
-8,-86,-20,82,2
-28,-62,-32,95,1
-28,-62,-32,95,1
-28,-36,-32,95,1
-28,-36,-32,95,1
16,-36,-32,18,2
16,-60,-12,95,1
16,-60,-12,95,1
16,-60,-12,82,2
16,-60,-12,95,1
-26,-72,-18,82,2
-26,-72,-18,95,1
-26,-72,-18,82,2
-26,-72,-18,82,2
26,-30,-24,70,2
26,-30,-24,70,2
26,-30,-24,70,2
26,-30,-24,82,2
-46,-58,-48,95,1
-46,-58,-48,95,1
-46,-58,-48,95,1
-46,-58,-48,95,1
-24,-42,-50,95,1
-24,-42,-50,95,1
2,-62,-32,95,1
2,-62,-32,95,1
-2,-62,-32,95,1
-2,-66,-20,95,1
-2,-66,-20,82,2
-2,-66,-20,82,2
-2,-66,-20,82,2
4,-80,-32,82,2
4,-80,-32,82,2
4,-80,-32,95,1
4,-80,-32,82,2
-16,-22,8,71,1
-16,-22,8,71,1
-16,-22,8,71,1
-16,-22,8,71,1
2,-6,8,71,1
2,-6,8,71,1
2,-6,8,71,1
2,-6,8,71,1
20,16,14,22,1
20,16,14,22,1
20,16,14,22,1
-54,-8,36,27,2
38,-26,52,81,2
52,-12,40,14,2
-38,-24,48,27,2
-22,-42,66,14,1
-62,-20,30,27,2
-18,-18,64,57,1
-24,-14,52,27,2
28,4,64,22,2
6,-8,52,22,2
-8,2,62,27,1
-10,52,-4,100,2
4,-12,64,27,1
-2,-2,70,57,1
8,20,52,22,2
44,22,2,47,1
34,34,28,91,2
-34,34,20,82,1
-32,-76,-24,95,1
-20,-66,-42,95,1
-26,-30,-32,70,1
24,-62,-20,95,1
4,-62,-38,95,1
32,-32,40,71,2
58,-28,44,14,2
22,-2,58,22,2
40,-48,42,100,1
-34,-48,60,27,2
54,-68,4,22,1
-12,-80,-18,95,1
4,-84,-28,82,2
36,-12,46,71,2
32,-40,64,14,2
32,10,58,22,2
8,0,66,22,2
6,-6,44,22,2
36,-54,56,1,1
-32,-38,40,81,1
-50,2,-22,70,1
-20,-8,8,71,1
26,-46,-32,65,1
11,24,34,12,1
19,16,34,100,2
-52,12,34,56,2
7,-70,35,21,1
49,27,28,47,1
-28,2,20,23,2
46,34,3,51,2
3,5,7,46,1
30,20,10,42,1
-15,35,26,83,2
-27,33,26,11,2
47,19,10,5,1
39,23,4,5,1
35,3,0,5,1
-7,17,28,5,2
-19,13,24,33,1
-21,25,18,11,2
23,25,26,35,2
9,25,30,83,2
29,3,12,85,1
21,15,16,5,1
-21,27,-14,83,1
-23,17,-18,83,1
-5,29,-18,83,1
23,21,-12,83,1
31,25,-20,83,1
1,39,-20,33,1
-11,37,-4,83,1
-11,-59,12,97,2
-19,13,-28,5,2
1,27,-8,83,1
3,17,-8,83,1
13,23,-10,83,1
21,5,-20,83,1
-39,-83,6,43,1
41,-79,10,98,1
-11,21,2,5,2
-1,23,6,5,2
11,19,4,83,1
7,29,4,83,1
15,11,-8,83,1
7,-11,-10,83,1
-5,9,54,17,2
-7,17,46,83,2
-9,45,34,83,2
-33,-5,30,53,2
-41,1,16,5,2
-47,9,26,53,2
-47,15,16,89,2
-41,33,4,5,2
-35,29,-4,83,1
-33,15,2,76,2
9,-27,44,5,2
41,21,24,97,1
37,-5,22,48,2
49,7,10,5,1
35,31,10,97,1
31,19,2,51,2
-7,-57,10,97,2
-5,25,36,83,2
23,-63,8,97,2
9,19,22,83,2
17,-5,26,89,1
11,17,38,83,2
9,5,44,76,1
-23,-67,32,97,2
-31,-77,16,43,1
-39,-79,2,43,1
-27,-85,2,43,1
-45,-55,-6,17,1
-41,-65,-8,43,1
-7,-71,2,97,2
-15,-51,2,11,1
-25,-63,-2,24,1
-19,-81,-10,65,2
-31,-47,-8,53,2
29,-67,30,16,2
35,-59,32,35,1
31,-77,28,16,2
27,-75,14,35,1
41,-75,6,65,1
43,-61,6,98,1
5,-67,6,97,2
15,-59,0,97,2
23,-49,-2,97,2
-21,-65,44,16,2
5,-71,34,16,2
-29,-59,-16,72,1
35,-63,-22,35,1
31,-47,-18,65,1
9,-61,-34,17,1
-11,-23,-2,83,1
31,-17,-2,83,1
-47,-61,34,81,1
43,-61,40,35,1
-56,-22,3,60,1
-51,-14,-4,60,1
54,-46,9,60,2
52,-25,2,60,2
31,-40,-15,18,1
-15,42,15,33,1
20,-65,-9,30,2
32,-71,-10,98,1
57,3,-2,84,1
60,-35,18,60,2
-56,4,12,50,2
-48,-42,18,60,1
-39,-7,1,84,2
28,24,6,22,1
40,7,9,84,1
58,4,18,84,1
53,-12,18,60,2
6,-92,0,16,2
-36,-89,4,43,1
3,-73,18,37,2
44,-78,-4,98,1
1,-70,6,97,2
-63,-28,-1,60,1
-48,-31,7,60,1
51,-16,5,60,2
55,-57,24,60,2
-38,27,-9,15,2
-36,48,-3,33,1
-5,-70,9,31,1
16,-75,-5,31,1
14,-54,-3,97,2
25,-90,19,37,2
-38,-56,18,21,1
60,-51,-3,60,2
-41,-28,18,37,1
-49,3,16,50,2
52,9,14,50,1
-27,-75,-5,43,1
-14,-67,18,25,2
23,-54,-14,38,2
-30,-16,32,94,2
-20,-10,42,4,2
2,-52,30,80,2
2,-22,36,52,2
-8,-28,36,4,2
-18,24,36,9,2
-28,24,36,9,2
14,16,14,48,2
22,12,14,4,2
34,6,12,52,1
-12,34,26,23,1
-28,32,34,93,2
-46,-62,26,93,1
-32,4,18,50,2
14,-22,42,4,2
10,-32,42,53,1
48,-4,36,49,2
-34,2,38,50,2
-50,10,36,59,2
-48,8,28,50,2
-16,-28,8,52,2
-44,-40,40,54,2
-12,-14,2,20,2
-26,-66,38,44,1
4,-60,12,93,1
-36,8,30,50,2
-48,10,30,50,2
48,10,28,52,1
38,10,30,52,1
52,4,12,52,1
46,8,16,52,1
38,14,16,52,1
48,-10,2,26,1
46,2,-8,47,1
44,-6,-10,50,1
-6,-44,34,93,1
4,-48,28,4,2
52,4,18,52,1
48,8,30,52,1
-22,14,36,4,2
42,-6,-10,47,1
46,4,-4,47,1
-54,10,18,50,2
-38,6,36,50,2
-50,8,36,50,2
-48,8,28,50,2
-40,6,28,50,2
-36,8,30,50,2
-36,10,30,50,2
-48,8,34,50,2
-36,8,30,50,2
-45,18,27,59,2
-51,30,3,59,2
-54,-54,-18,43,1
-63,-51,-6,75,1
-39,3,-48,18,2
-3,30,39,11,2
-27,-69,48,58,2
54,30,33,68,2
3,-78,-27,21,1
-9,-24,-15,18,2
-36,-63,-18,18,2
-24,-72,-12,24,1
-36,-81,-15,10,2
-27,-93,6,43,1
-30,-90,0,43,1
-21,-99,15,24,1
-54,-66,3,43,1
-3,54,-3,83,1
-48,9,-30,70,1
48,18,-33,70,2
-28,-13,-18,70,1
21,-18,-15,70,2
-54,-6,-24,70,1
